Ensembl Gene ID	Associated Gene Name
ENSG00000091879	ANGPT2
ENSG00000092051	JPH4
ENSG00000092054	MYH7
ENSG00000092067	CEBPE
ENSG00000092068	SLC7A8
ENSG00000092199	HNRNPC
ENSG00000092200	RPGRIP1
ENSG00000092203	TOX4
ENSG00000092295	TGM1
ENSG00000092345	DAZL
ENSG00000092377	TBL1Y
ENSG00000092421	SEMA6A
ENSG00000092439	TRPM7
ENSG00000092445	TYRO3
ENSG00000092529	CAPN3
ENSG00000092531	SNAP23
ENSG00000092607	TBX15
ENSG00000092758	COL9A3
ENSG00000092820	EZR
ENSG00000092841	MYL6
ENSG00000092847	AGO1
ENSG00000092850	TEKT2
ENSG00000092871	RFFL
ENSG00000092929	UNC13D
ENSG00000092964	DPYSL2
ENSG00000092969	TGFB2
ENSG00000092978	GPATCH2
ENSG00000093183	SEC22C
ENSG00000094755	GABRP
ENSG00000094916	CBX5
ENSG00000095066	HOOK2
ENSG00000095203	EPB41L4B
ENSG00000095209	TMEM38B
ENSG00000095303	PTGS1
ENSG00000095370	SH2D3C
ENSG00000095383	TBC1D2
ENSG00000095464	PDE6C
ENSG00000095539	SEMA4G
ENSG00000095585	BLNK
ENSG00000095587	TLL2
ENSG00000095596	CYP26A1
ENSG00000095777	MYO3A
ENSG00000095794	CREM
ENSG00000095951	HIVEP1
ENSG00000095981	KCNK16
ENSG00000096006	CRISP3
ENSG00000096060	FKBP5
ENSG00000096063	SRPK1
ENSG00000096070	BRPF3
ENSG00000096088	PGC
ENSG00000096092	TMEM14A
ENSG00000096093	EFHC1
ENSG00000096384	HSP90AB1
ENSG00000096433	ITPR3
ENSG00000096654	ZNF184
ENSG00000096746	HNRNPH3
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000097021	ACOT7
ENSG00000097033	SH3GLB1
ENSG00000097096	SYDE2
ENSG00000099194	SCD
ENSG00000099203	TMED1
ENSG00000099204	ABLIM1
ENSG00000099250	NRP1
ENSG00000099282	TSPAN15
ENSG00000099284	H2AFY2
ENSG00000099308	MAST3
ENSG00000099326	MZF1
ENSG00000099331	MYO9B
ENSG00000099337	KCNK6
ENSG00000099365	STX1B
ENSG00000099377	HSD3B7
ENSG00000099385	BCL7C
ENSG00000099617	EFNA2
ENSG00000099783	HNRNPM
ENSG00000099785	MARCH2
ENSG00000099797	TECR
ENSG00000099804	CDC34
ENSG00000099822	HCN2
ENSG00000099875	MKNK2
ENSG00000099889	ARVCF
ENSG00000099904	ZDHHC8
ENSG00000099937	SERPIND1
ENSG00000099942	CRKL
ENSG00000099953	MMP11
ENSG00000099957	P2RX6
ENSG00000099958	DERL3
ENSG00000099960	SLC7A4
ENSG00000099992	TBC1D10A
ENSG00000100014	SPECC1L
ENSG00000100027	YPEL1
ENSG00000100030	MAPK1
ENSG00000100031	GGT1
ENSG00000100034	PPM1F
ENSG00000100053	CRYBB3
ENSG00000100055	CYTH4
ENSG00000100058	CRYBB2P1
ENSG00000100060	MFNG
ENSG00000100065	CARD10
ENSG00000100077	GRK3
ENSG00000100083	GGA1
ENSG00000100092	SH3BP1
ENSG00000100095	SEZ6L
ENSG00000100121	GGTLC2
ENSG00000100122	CRYBB1
ENSG00000100146	SOX10
ENSG00000100156	SLC16A8
ENSG00000100167	SEPT3
ENSG00000100170	SLC5A1
ENSG00000100191	SLC5A4
ENSG00000100196	KDELR3
ENSG00000100201	DDX17
ENSG00000100221	JOSD1
ENSG00000100228	RAB36
ENSG00000100234	TIMP3
ENSG00000100239	PPP6R2
ENSG00000100241	SBF1
ENSG00000100242	SUN2
ENSG00000100243	CYB5R3
ENSG00000100266	PACSIN2
ENSG00000100276	RASL10A
ENSG00000100280	AP1B1
ENSG00000100284	TOM1
ENSG00000100285	NEFH
ENSG00000100288	CHKB
ENSG00000100292	HMOX1
ENSG00000100299	ARSA
ENSG00000100302	RASD2
ENSG00000100312	ACR
ENSG00000100314	CABP7
ENSG00000100316	RPL3
ENSG00000100320	RBFOX2
ENSG00000100321	SYNGR1
ENSG00000100330	MTMR3
ENSG00000100335	MIEF1
ENSG00000100345	MYH9
ENSG00000100346	CACNA1I
ENSG00000100354	TNRC6B
ENSG00000100379	KCTD17
ENSG00000100393	EP300
ENSG00000100395	L3MBTL2
ENSG00000100403	ZC3H7B
ENSG00000100417	PMM1
ENSG00000100425	BRD1
ENSG00000100426	ZBED4
ENSG00000100433	KCNK10
ENSG00000100439	ABHD4
ENSG00000100448	CTSG
ENSG00000100453	GZMB
ENSG00000100461	RBM23
ENSG00000100473	COCH
ENSG00000100485	SOS2
ENSG00000100503	NIN
ENSG00000100504	PYGL
ENSG00000100505	TRIM9
ENSG00000100528	CNIH1
ENSG00000100558	PLEK2
ENSG00000100580	TMED8
ENSG00000100591	AHSA1
ENSG00000100592	DAAM1
ENSG00000100593	ISM2
ENSG00000100596	SPTLC2
ENSG00000100599	RIN3
ENSG00000100614	PPM1A
ENSG00000100626	GALNT16
ENSG00000100644	HIF1A
ENSG00000100678	SLC8A3
ENSG00000100714	MTHFD1
ENSG00000100731	PCNX1
ENSG00000100749	VRK1
ENSG00000100784	RPS6KA5
ENSG00000100796	PPP4R3A
ENSG00000100804	PSMB5
ENSG00000100811	YY1
ENSG00000100836	PABPN1
ENSG00000100852	ARHGAP5
ENSG00000100884	CPNE6
ENSG00000100888	CHD8
ENSG00000100889	PCK2
ENSG00000100906	NFKBIA
ENSG00000100908	EMC9
ENSG00000100934	SEC23A
ENSG00000100938	GMPR2
ENSG00000100968	NFATC4
ENSG00000100979	PLTP
ENSG00000100985	MMP9
ENSG00000100987	VSX1
ENSG00000100994	PYGB
ENSG00000100997	ABHD12
ENSG00000101004	NINL
ENSG00000101049	SGK2
ENSG00000101057	MYBL2
ENSG00000101074	R3HDML
ENSG00000101076	HNF4A
ENSG00000101079	NDRG3
ENSG00000101082	SLA2
ENSG00000101096	NFATC2
ENSG00000101098	RIMS4
ENSG00000101104	PABPC1L
ENSG00000101109	STK4
ENSG00000101115	SALL4
ENSG00000101134	DOK5
ENSG00000101144	BMP7
ENSG00000101150	TPD52L2
ENSG00000101152	DNAJC5
ENSG00000101166	PRELID3B
ENSG00000101180	HRH3
ENSG00000101182	PSMA7
ENSG00000101188	NTSR1
ENSG00000101198	NKAIN4
ENSG00000101203	COL20A1
ENSG00000101204	CHRNA4
ENSG00000101216	GMEB2
ENSG00000101224	CDC25B
ENSG00000101230	ISM1
ENSG00000101236	RNF24
ENSG00000101251	SEL1L2
ENSG00000101255	TRIB3
ENSG00000101265	RASSF2
ENSG00000101276	SLC52A3
ENSG00000101280	ANGPT4
ENSG00000101282	RSPO4
ENSG00000101290	CDS2
ENSG00000101298	SNPH
ENSG00000101306	MYLK2
ENSG00000101310	SEC23B
ENSG00000101311	FERMT1
ENSG00000101323	HAO1
ENSG00000101331	CCM2L
ENSG00000101333	PLCB4
ENSG00000101335	MYL9
ENSG00000101336	HCK
ENSG00000101349	PAK5
ENSG00000101350	KIF3B
ENSG00000101367	MAPRE1
ENSG00000101384	JAG1
ENSG00000101400	SNTA1
ENSG00000101412	E2F1
ENSG00000101413	RPRD1B
ENSG00000101421	CHMP4B
ENSG00000101425	BPI
ENSG00000101439	CST3
ENSG00000101441	CST4
ENSG00000101445	PPP1R16B
ENSG00000101460	MAP1LC3A
ENSG00000101489	CELF4
ENSG00000101542	CDH20
ENSG00000101558	VAPA
ENSG00000101577	LPIN2
ENSG00000101605	MYOM1
ENSG00000101608	MYL12A
ENSG00000101665	SMAD7
ENSG00000101670	LIPG
ENSG00000101680	LAMA1
ENSG00000101746	NOL4
ENSG00000101825	MXRA5
ENSG00000101842	VSIG1
ENSG00000101846	STS
ENSG00000101849	TBL1X
ENSG00000101856	PGRMC1
ENSG00000101871	MID1
ENSG00000101890	GUCY2F
ENSG00000101892	ATP1B4
ENSG00000101901	ALG13
ENSG00000101911	PRPS2
ENSG00000101916	TLR8
ENSG00000101928	MOSPD1
ENSG00000101935	AMMECR1
ENSG00000101938	CHRDL1
ENSG00000101945	SUV39H1
ENSG00000101955	SRPX
ENSG00000101958	GLRA2
ENSG00000101966	XIAP
ENSG00000101972	STAG2
ENSG00000101974	ATP11C
ENSG00000101977	MCF2
ENSG00000101981	F9
ENSG00000101986	ABCD1
ENSG00000102001	CACNA1F
ENSG00000102003	SYP
ENSG00000102010	BMX
ENSG00000102024	PLS3
ENSG00000102034	ELF4
ENSG00000102038	SMARCA1
ENSG00000102043	MTMR8
ENSG00000102048	ASB9
ENSG00000102053	ZC3H12B
ENSG00000102054	RBBP7
ENSG00000102057	KCND1
ENSG00000102076	OPN1LW
ENSG00000102078	SLC25A14
ENSG00000102081	FMR1
ENSG00000102096	PIM2
ENSG00000102098	SCML2
ENSG00000102100	SLC35A2
ENSG00000102158	MAGT1
ENSG00000102189	EEA1
ENSG00000102195	GPR50
ENSG00000102221	JADE3
ENSG00000102225	CDK16
ENSG00000102226	USP11
ENSG00000102230	PCYT1B
ENSG00000102239	BRS3
ENSG00000102265	TIMP1
ENSG00000102271	KLHL4
ENSG00000102287	GABRE
ENSG00000102290	PCDH11X
ENSG00000102302	FGD1
ENSG00000102313	ITIH6
ENSG00000102316	MAGED2
ENSG00000102349	KLF8
ENSG00000102359	SRPX2
ENSG00000102362	SYTL4
ENSG00000102383	ZDHHC15
ENSG00000102387	TAF7L
ENSG00000102393	GLA
ENSG00000102466	FGF14
ENSG00000102468	HTR2A
ENSG00000102471	NDFIP2
ENSG00000102531	FNDC3A
ENSG00000102539	MLNR
ENSG00000102547	CAB39L
ENSG00000102572	STK24
ENSG00000102595	UGGT2
ENSG00000102606	ARHGEF7
ENSG00000102678	FGF9
ENSG00000102683	SGCG
ENSG00000102753	KPNA3
ENSG00000102755	FLT1
ENSG00000102780	DGKH
ENSG00000102781	KATNAL1
ENSG00000102858	MGRN1
ENSG00000102870	ZNF629
ENSG00000102878	HSF4
ENSG00000102879	CORO1A
ENSG00000102882	MAPK3
ENSG00000102886	GDPD3
ENSG00000102890	ELMO3
ENSG00000102924	CBLN1
ENSG00000102934	PLLP
ENSG00000102935	ZNF423
ENSG00000102974	CTCF
ENSG00000102981	PARD6A
ENSG00000102996	MMP15
ENSG00000103018	CYB5B
ENSG00000103024	NME3
ENSG00000103034	NDRG4
ENSG00000103042	SLC38A7
ENSG00000103044	HAS3
ENSG00000103064	SLC7A6
ENSG00000103067	ESRP2
ENSG00000103111	MON1B
ENSG00000103126	AXIN1
ENSG00000103154	NECAB2
ENSG00000103160	HSDL1
ENSG00000103184	SEC14L5
ENSG00000103196	CRISPLD2
ENSG00000103222	ABCC1
ENSG00000103241	FOXF1
ENSG00000103245	NARFL
ENSG00000103257	SLC7A5
ENSG00000103260	METRN
ENSG00000103269	RHBDL1
ENSG00000103355	PRSS33
ENSG00000103365	GGA2
ENSG00000103404	USP31
ENSG00000103415	HMOX2
ENSG00000103449	SALL1
ENSG00000103460	TOX3
ENSG00000103479	RBL2
ENSG00000103489	XYLT1
ENSG00000103494	RPGRIP1L
ENSG00000103510	KAT8
ENSG00000103534	TMC5
ENSG00000103546	SLC6A2
ENSG00000103549	RNF40
ENSG00000103569	AQP9
ENSG00000103647	CORO2B
ENSG00000103653	CSK
ENSG00000103723	AP3B2
ENSG00000103740	ACSBG1
ENSG00000103769	RAB11A
ENSG00000103888	CEMIP
ENSG00000103942	HOMER2
ENSG00000103966	EHD4
ENSG00000103978	TMEM87A
ENSG00000104043	ATP8B4
ENSG00000104055	TGM5
ENSG00000104064	GABPB1
ENSG00000104067	TJP1
ENSG00000104093	DMXL2
ENSG00000104140	RHOV
ENSG00000104154	SLC30A4
ENSG00000104177	MYEF2
ENSG00000104205	SGK3
ENSG00000104219	ZDHHC2
ENSG00000104267	CA2
ENSG00000104290	FZD3
ENSG00000104312	RIPK2
ENSG00000104313	EYA1
ENSG00000104327	CALB1
ENSG00000104332	SFRP1
ENSG00000104341	LAPTM4B
ENSG00000104361	NIPAL2
ENSG00000104365	IKBKB
ENSG00000104368	PLAT
ENSG00000104369	JPH1
ENSG00000104371	DKK4
ENSG00000104375	STK3
ENSG00000104381	GDAP1
ENSG00000104413	ESRP1
ENSG00000104415	WISP1
ENSG00000104419	NDRG1
ENSG00000104435	STMN2
ENSG00000104450	SPAG1
ENSG00000104490	NCALD
ENSG00000104537	ANXA13
ENSG00000104611	SH2D4A
ENSG00000104635	SLC39A14
ENSG00000104660	LEPROTL1
ENSG00000104695	PPP2CB
ENSG00000104722	NEFM
ENSG00000104723	TUSC3
ENSG00000104728	ARHGEF10
ENSG00000104755	ADAM2
ENSG00000104756	KCTD9
ENSG00000104760	FGL1
ENSG00000104765	BNIP3L
ENSG00000104804	TULP2
ENSG00000104805	NUCB1
ENSG00000104812	GYS1
ENSG00000104814	MAP4K1
ENSG00000104824	HNRNPL
ENSG00000104833	TUBB4A
ENSG00000104848	KCNA7
ENSG00000104856	RELB
ENSG00000104863	LIN7B
ENSG00000104879	CKM
ENSG00000104880	ARHGEF18
ENSG00000104881	PPP1R13L
ENSG00000104888	SLC17A7
ENSG00000104892	KLC3
ENSG00000104903	LYL1
ENSG00000104904	OAZ1
ENSG00000104915	STX10
ENSG00000104946	TBC1D17
ENSG00000104967	NOVA2
ENSG00000104969	SGTA
ENSG00000105048	TNNT1
ENSG00000105053	VRK3
ENSG00000105063	PPP6R1
ENSG00000105088	OLFM2
ENSG00000105122	RASAL3
ENSG00000105131	EPHX3
ENSG00000105137	SYDE1
ENSG00000105143	SLC1A6
ENSG00000105146	AURKC
ENSG00000105173	CCNE1
ENSG00000105204	DYRK1B
ENSG00000105221	AKT2
ENSG00000105223	PLD3
ENSG00000105229	PIAS4
ENSG00000105245	NUMBL
ENSG00000105251	SHD
ENSG00000105255	FSD1
ENSG00000105270	CLIP3
ENSG00000105278	ZFR2
ENSG00000105281	SLC1A5
ENSG00000105287	PRKD2
ENSG00000105289	TJP3
ENSG00000105323	HNRNPUL1
ENSG00000105329	TGFB1
ENSG00000105355	PLIN3
ENSG00000105357	MYH14
ENSG00000105392	CRX
ENSG00000105397	TYK2
ENSG00000105398	SULT2A1
ENSG00000105409	ATP1A3
ENSG00000105419	MEIS3
ENSG00000105426	PTPRS
ENSG00000105438	KDELR1
ENSG00000105443	CYTH2
ENSG00000105464	GRIN2D
ENSG00000105497	ZNF175
ENSG00000105499	PLA2G4C
ENSG00000105507	CABP5
ENSG00000105514	RAB3D
ENSG00000105516	DBP
ENSG00000105519	CAPS
ENSG00000105520	PLPPR2
ENSG00000105538	RASIP1
ENSG00000105552	BCAT2
ENSG00000105556	MIER2
ENSG00000105559	PLEKHA4
ENSG00000105576	TNPO2
ENSG00000105605	CACNG7
ENSG00000105612	DNASE2
ENSG00000105613	MAST1
ENSG00000105639	JAK3
ENSG00000105640	RPL18A
ENSG00000105642	KCNN1
ENSG00000105643	ARRDC2
ENSG00000105647	PIK3R2
ENSG00000105649	RAB3A
ENSG00000105650	PDE4C
ENSG00000105656	ELL
ENSG00000105662	CRTC1
ENSG00000105664	COMP
ENSG00000105696	TMEM59L
ENSG00000105698	USF2
ENSG00000105707	HPN
ENSG00000105708	ZNF14
ENSG00000105717	PBX4
ENSG00000105722	ERF
ENSG00000105723	GSK3A
ENSG00000105737	GRIK5
ENSG00000105738	SIPA1L3
ENSG00000105750	ZNF85
ENSG00000105767	CADM4
ENSG00000105784	RUNDC3B
ENSG00000105808	RASA4
ENSG00000105819	PMPCB
ENSG00000105851	PIK3CG
ENSG00000105855	ITGB8
ENSG00000105866	SP4
ENSG00000105877	DNAH11
ENSG00000105879	CBLL1
ENSG00000105880	DLX5
ENSG00000105926	MPP6
ENSG00000105928	DFNA5
ENSG00000105929	ATP6V0A4
ENSG00000105953	OGDH
ENSG00000105967	TFEC
ENSG00000105968	H2AFV
ENSG00000105971	CAV2
ENSG00000105974	CAV1
ENSG00000105976	MET
ENSG00000105983	LMBR1
ENSG00000105989	WNT2
ENSG00000105991	HOXA1
ENSG00000105993	DNAJB6
ENSG00000105996	HOXA2
ENSG00000105997	HOXA3
ENSG00000106003	LFNG
ENSG00000106004	HOXA5
ENSG00000106006	HOXA6
ENSG00000106018	VIPR2
ENSG00000106031	HOXA13
ENSG00000106038	EVX1
ENSG00000106052	TAX1BP1
ENSG00000106069	CHN2
ENSG00000106070	GRB10
ENSG00000106080	FKBP14
ENSG00000106086	PLEKHA8
ENSG00000106089	STX1A
ENSG00000106100	NOD1
ENSG00000106113	CRHR2
ENSG00000106123	EPHB6
ENSG00000106125	FAM188B
ENSG00000106128	GHRHR
ENSG00000106144	CASP2
ENSG00000106153	CHCHD2
ENSG00000106236	NPTX2
ENSG00000106258	CYP3A5
ENSG00000106261	ZKSCAN1
ENSG00000106299	WASL
ENSG00000106302	HYAL4
ENSG00000106304	SPAM1
ENSG00000106327	TFR2
ENSG00000106330	MOSPD3
ENSG00000106331	PAX4
ENSG00000106333	PCOLCE
ENSG00000106346	USP42
ENSG00000106348	IMPDH1
ENSG00000106351	AGFG2
ENSG00000106366	SERPINE1
ENSG00000106367	AP1S1
ENSG00000106384	MOGAT3
ENSG00000106397	PLOD3
ENSG00000106404	CLDN15
ENSG00000106415	GLCCI1
ENSG00000106436	MYL10
ENSG00000106460	TMEM106B
ENSG00000106462	EZH2
ENSG00000106483	SFRP4
ENSG00000106511	MEOX2
ENSG00000106536	POU6F2
ENSG00000106537	TSPAN13
ENSG00000106554	CHCHD3
ENSG00000106571	GLI3
ENSG00000106615	RHEB
ENSG00000106617	PRKAG2
ENSG00000106624	AEBP1
ENSG00000106631	MYL7
ENSG00000106633	GCK
ENSG00000106635	BCL7B
ENSG00000106665	CLIP2
ENSG00000106683	LIMK1
ENSG00000106686	SPATA6L
ENSG00000106688	SLC1A1
ENSG00000106689	LHX2
ENSG00000106701	FSD1L
ENSG00000106714	CNTNAP3
ENSG00000106733	NMRK1
ENSG00000106789	CORO2A
ENSG00000106799	TGFBR1
ENSG00000106804	C5
ENSG00000106819	ASPN
ENSG00000106829	TLE4
ENSG00000106852	LHX6
ENSG00000106976	DNM1
ENSG00000106992	AK1
ENSG00000107077	KDM4C
ENSG00000107099	DOCK8
ENSG00000107104	KANK1
ENSG00000107105	ELAVL2
ENSG00000107140	TESK1
ENSG00000107147	KCNT1
ENSG00000107159	CA9
ENSG00000107164	FUBP3
ENSG00000107175	CREB3
ENSG00000107186	MPDZ
ENSG00000107187	LHX3
ENSG00000107242	PIP5K1B
ENSG00000107249	GLIS3
ENSG00000107282	APBA1
ENSG00000107295	SH3GL2
ENSG00000107331	ABCA2
ENSG00000107338	SHB
ENSG00000107341	UBE2R2
ENSG00000107362	ABHD17B
ENSG00000107372	ZFAND5
ENSG00000107404	DVL1
ENSG00000107438	PDLIM1
ENSG00000107443	CCNJ
ENSG00000107485	GATA3
ENSG00000107518	ATRNL1
ENSG00000107551	RASSF4
ENSG00000107554	DNMBP
ENSG00000107566	ERLIN1
ENSG00000107593	PKD2L1
ENSG00000107643	MAPK8
ENSG00000107651	SEC23IP
ENSG00000107679	PLEKHA1
ENSG00000107731	UNC5B
ENSG00000107736	CDH23
ENSG00000107742	SPOCK2
ENSG00000107758	PPP3CB
ENSG00000107779	BMPR1A
ENSG00000107796	ACTA2
ENSG00000107807	TLX1
ENSG00000107816	LZTS2
ENSG00000107821	KAZALD1
ENSG00000107831	FGF8
ENSG00000107854	TNKS2
ENSG00000107859	PITX3
ENSG00000107863	ARHGAP21
ENSG00000107864	CPEB3
ENSG00000107929	LARP4B
ENSG00000107954	NEURL1
ENSG00000107957	SH3PXD2A
ENSG00000107984	DKK1
ENSG00000108001	EBF3
ENSG00000108018	SORCS1
ENSG00000108100	CCNY
ENSG00000108175	ZMIZ1
ENSG00000108179	PPIF
ENSG00000108219	TSPAN14
ENSG00000108231	LGI1
ENSG00000108239	TBC1D12
ENSG00000108244	KRT23
ENSG00000108255	CRYBA1
ENSG00000108262	GIT1
ENSG00000108306	FBXL20
ENSG00000108309	RUNDC3A
ENSG00000108352	RAPGEFL1
ENSG00000108370	RGS9
ENSG00000108375	RNF43
ENSG00000108379	WNT3
ENSG00000108381	ASPA
ENSG00000108387	SEPT4
ENSG00000108389	MTMR4
ENSG00000108405	P2RX1
ENSG00000108442	TVP23BP2
ENSG00000108468	CBX1
ENSG00000108510	MED13
ENSG00000108511	HOXB6
ENSG00000108515	ENO3
ENSG00000108523	RNF167
ENSG00000108551	RASD1
ENSG00000108556	CHRNE
ENSG00000108602	ALDH3A1
ENSG00000108604	SMARCD2
ENSG00000108639	SYNGR2
ENSG00000108654	DDX5
ENSG00000108669	CYTH1
ENSG00000108679	LGALS3BP
ENSG00000108684	ASIC2
ENSG00000108771	DHX58
ENSG00000108773	KAT2A
ENSG00000108774	RAB5C
ENSG00000108797	CNTNAP1
ENSG00000108798	ABI3
ENSG00000108799	EZH1
ENSG00000108813	DLX4
ENSG00000108819	PPP1R9B
ENSG00000108823	SGCA
ENSG00000108828	VAT1
ENSG00000108830	RND2
ENSG00000108839	ALOX12
ENSG00000108840	HDAC5
ENSG00000108846	ABCC3
ENSG00000108852	MPP2
ENSG00000108854	SMURF2
ENSG00000108924	HLF
ENSG00000108932	SLC16A6
ENSG00000108946	PRKAR1A
ENSG00000108947	EFNB3
ENSG00000108960	MMD
ENSG00000108984	MAP2K6
ENSG00000109016	DHRS7B
ENSG00000109046	WSB1
ENSG00000109061	MYH1
ENSG00000109062	SLC9A3R1
ENSG00000109063	MYH3
ENSG00000109079	TNFAIP1
ENSG00000109103	UNC119
ENSG00000109107	ALDOC
ENSG00000109113	RAB34
ENSG00000109132	PHOX2B
ENSG00000109158	GABRA4
ENSG00000109181	UGT2B10
ENSG00000109184	DCUN1D4
ENSG00000109189	USP46
ENSG00000109193	SULT1E1
ENSG00000109220	CHIC2
ENSG00000109320	NFKB1
ENSG00000109332	UBE2D3
ENSG00000109339	MAPK10
ENSG00000109381	ELF2
ENSG00000109424	UCP1
ENSG00000109436	TBC1D9
ENSG00000109452	INPP4B
ENSG00000109458	GAB1
ENSG00000109466	KLHL2
ENSG00000109472	CPE
ENSG00000109511	ANXA10
ENSG00000109519	GRPEL1
ENSG00000109572	CLCN3
ENSG00000109625	CPZ
ENSG00000109654	TRIM2
ENSG00000109667	SLC2A9
ENSG00000109684	CLNK
ENSG00000109685	WHSC1
ENSG00000109686	SH3D19
ENSG00000109689	STIM2
ENSG00000109738	GLRB
ENSG00000109756	RAPGEF2
ENSG00000109758	HGFAC
ENSG00000109787	KLF3
ENSG00000109790	KLHL5
ENSG00000109794	FAM149A
ENSG00000109846	CRYAB
ENSG00000109851	DBX1
ENSG00000109919	MTCH2
ENSG00000109927	TECTA
ENSG00000109971	HSPA8
ENSG00000109991	P2RX3
ENSG00000110031	LPXN
ENSG00000110042	DTX4
ENSG00000110046	ATG2A
ENSG00000110047	EHD1
ENSG00000110057	UNC93B1
ENSG00000110066	KMT5B
ENSG00000110075	PPP6R3
ENSG00000110076	NRXN2
ENSG00000110090	CPT1A
ENSG00000110092	CCND1
ENSG00000110148	CCKBR
ENSG00000110171	TRIM3
ENSG00000110172	CHORDC1
ENSG00000110330	BIRC2
ENSG00000110395	CBL
ENSG00000110400	NECTIN1
ENSG00000110422	HIPK3
ENSG00000110427	KIAA1549L
ENSG00000110446	SLC15A3
ENSG00000110651	CD81
ENSG00000110660	SLC35F2
ENSG00000110675	ELMOD1
ENSG00000110693	SOX6
ENSG00000110697	PITPNM1
ENSG00000110711	AIP
ENSG00000110719	TCIRG1
ENSG00000110721	CHKA
ENSG00000110786	PTPN5
ENSG00000110799	VWF
ENSG00000110811	P3H3
ENSG00000110841	PPFIBP1
ENSG00000110844	PRPF40B
ENSG00000110880	CORO1C
ENSG00000110881	ASIC1
ENSG00000110887	DAO
ENSG00000110888	CAPRIN2
ENSG00000110900	TSPAN11
ENSG00000110906	KCTD10
ENSG00000110911	SLC11A2
ENSG00000110925	CSRNP2
ENSG00000110931	CAMKK2
ENSG00000110934	BIN2
ENSG00000110975	SYT10
ENSG00000110987	BCL7A
ENSG00000111012	CYP27B1
ENSG00000111046	MYF6
ENSG00000111049	MYF5
ENSG00000111052	LIN7A
ENSG00000111057	KRT18
ENSG00000111087	GLI1
ENSG00000111110	PPM1H
ENSG00000111145	ELK3
ENSG00000111181	SLC6A12
ENSG00000111186	WNT5B
ENSG00000111199	TRPV4
ENSG00000111218	PRMT8
ENSG00000111224	PARP11
ENSG00000111241	FGF6
ENSG00000111245	MYL2
ENSG00000111249	CUX2
ENSG00000111252	SH2B3
ENSG00000111262	KCNA1
ENSG00000111266	DUSP16
ENSG00000111275	ALDH2
ENSG00000111328	CDK2AP1
ENSG00000111344	RASAL1
ENSG00000111348	ARHGDIB
ENSG00000111371	SLC38A1
ENSG00000111424	VDR
ENSG00000111432	FZD10
ENSG00000111450	STX2
ENSG00000111452	ADGRD1
ENSG00000111481	COPZ1
ENSG00000111530	CAND1
ENSG00000111605	CPSF6
ENSG00000111642	CHD4
ENSG00000111647	UHRF1BP1L
ENSG00000111653	ING4
ENSG00000111664	GNB3
ENSG00000111667	USP5
ENSG00000111671	SPSB2
ENSG00000111674	ENO2
ENSG00000111676	ATN1
ENSG00000111679	PTPN6
ENSG00000111696	NT5DC3
ENSG00000111700	SLCO1B3
ENSG00000111711	GOLT1B
ENSG00000111713	GYS2
ENSG00000111716	LDHB
ENSG00000111728	ST8SIA1
ENSG00000111752	PHC1
ENSG00000111783	RFX4
ENSG00000111786	SRSF9
ENSG00000111790	FGFR1OP2
ENSG00000111799	COL12A1
ENSG00000111816	FRK
ENSG00000111837	MAK
ENSG00000111843	TMEM14C
ENSG00000111846	GCNT2
ENSG00000111859	NEDD9
ENSG00000111860	CEP85L
ENSG00000111863	ADTRP
ENSG00000111885	MAN1A1
ENSG00000111886	GABRR2
ENSG00000111897	SERINC1
ENSG00000111907	TPD52L1
ENSG00000111912	NCOA7
ENSG00000111913	FAM65B
ENSG00000112031	MTRF1L
ENSG00000112033	PPARD
ENSG00000112038	OPRM1
ENSG00000112041	TULP1
ENSG00000112062	MAPK14
ENSG00000112077	RHAG
ENSG00000112078	KCTD20
ENSG00000112079	STK38
ENSG00000112137	PHACTR1
ENSG00000112139	MDGA1
ENSG00000112144	ICK
ENSG00000112164	GLP1R
ENSG00000112175	BMP5
ENSG00000112182	BACH2
ENSG00000112183	RBM24
ENSG00000112186	CAP2
ENSG00000112214	FHL5
ENSG00000112218	GPR63
ENSG00000112232	KHDRBS2
ENSG00000112242	E2F3
ENSG00000112245	PTP4A1
ENSG00000112246	SIM1
ENSG00000112276	BVES
ENSG00000112280	COL9A1
ENSG00000112290	WASF1
ENSG00000112297	AIM1
ENSG00000112305	SMAP1
ENSG00000112319	EYA4
ENSG00000112333	NR2E1
ENSG00000112335	SNX3
ENSG00000112394	SLC16A10
ENSG00000112414	ADGRG6
ENSG00000112419	PHACTR2
ENSG00000112486	CCR6
ENSG00000112499	SLC22A2
ENSG00000112511	PHF1
ENSG00000112561	TFEB
ENSG00000112562	SMOC2
ENSG00000112576	CCND3
ENSG00000112592	TBP
ENSG00000112619	PRPH2
ENSG00000112640	PPP2R5D
ENSG00000112679	DUSP22
ENSG00000112697	TMEM30A
ENSG00000112715	VEGFA
ENSG00000112759	SLC29A1
ENSG00000112761	WISP3
ENSG00000112773	FAM46A
ENSG00000112782	CLIC5
ENSG00000112787	FBRSL1
ENSG00000112796	ENPP5
ENSG00000112837	TBX18
ENSG00000112851	ERBIN
ENSG00000112852	PCDHB2
ENSG00000112874	NUDT12
ENSG00000112893	MAN2A1
ENSG00000112902	SEMA5A
ENSG00000112936	C7
ENSG00000112941	PAPD7
ENSG00000112972	HMGCS1
ENSG00000112984	KIF20A
ENSG00000113073	SLC4A9
