,ALDH3A1,AQP1,ATP6V0E1,BCAM,CCL19,CCL26,CCT7,CDC42EP4,CHGB,CYBA,EEF1A2,EZR,FXYD5,GSTO1,HSP90AB1,HSPA5,HSPH1,LAMC2,MT2A,NDUFA4,NSDHL,OAF,PFDN2,PLA2G4A,PPDPF,PSMB3,PYGL,ROMO1,RPL13,RPL35,RPL36AL,SERPINE1,SF3B5,SMS,SPINK6,SQLE,SSR3,TCEAL4,TMED10,TNFRSF12A,class
GSM1607918,0.000838152,0.011353711,-0.049722623,-0.005000007,0.018819698,-0.079449043,-0.003629919,0.019937553,-0.00306603,-0.00316543,-0.03810695,-0.015861902,-0.002966404,0.015201339,0.002936869,0.000204524,-0.00761725,0.000101595,-0.003113558,-0.046900855,-0.051610435,-0.030523501,0.010456886,0.022073321,-0.005105163,-0.018522433,-0.004664278,0.046278676,-0.000959848,0.000450295,-0.021280715,0.000775369,0.0134856,-0.011070944,0.034665926,-0.00013868,-0.011670378,-0.039839014,0.007137965,-0.016029739,0
GSM1607921,0.001107007,0.010820865,-0.051342458,-0.005165019,0.01171359,-0.0780827,-0.003920383,0.021951425,-0.003101055,-0.002644937,-0.042473645,-0.016219379,-0.002933652,0.016933208,0.003052861,0.000192167,-0.008377939,0.000121323,-0.003685363,-0.048125866,-0.059004676,-0.031655998,0.011068516,0.02235708,-0.005512246,-0.019592449,-0.005977962,0.049554628,-0.000992186,0.000452515,-0.020613267,0.000849494,0.014565623,-0.011746746,0.040033236,-0.00015269,-0.011889081,-0.041390133,0.006559009,-0.01935554,0
GSM1607924,0.001075271,0.010380013,-0.05200211,-0.005043067,0.011625023,-0.079394146,-0.003831503,0.020815591,-0.003079439,-0.002816883,-0.044655218,-0.015987473,-0.002956307,0.016000587,0.003026262,0.000199284,-0.007735458,0.000125068,-0.0033777,-0.047542423,-0.059771144,-0.028587712,0.010645876,0.024030988,-0.005542357,-0.018615942,-0.006107304,0.050491127,-0.00095703,0.000452983,-0.020832113,0.000875249,0.014200605,-0.011630085,0.042321749,-0.000161904,-0.011124728,-0.041855488,0.006547738,-0.01975575,0
GSM1607926,0.0008631,0.010865863,-0.050476032,-0.005175268,0.012216279,-0.080302262,-0.003737532,0.021147908,-0.003089142,-0.002805633,-0.044392812,-0.01560711,-0.003022158,0.017101763,0.00319556,0.0002132,-0.008455889,0.000149005,-0.003836338,-0.048944572,-0.054847221,-0.033333964,0.010182069,0.021812491,-0.005201748,-0.019630187,-0.005361899,0.048406192,-0.000989251,0.00044369,-0.019778969,0.001038516,0.013971381,-0.012006966,0.036819031,-0.000141597,-0.011800667,-0.041806537,0.006321344,-0.021176868,0
GSM1607927,0.001136936,0.010996775,-0.049987872,-0.005110806,0.01840034,-0.07788537,-0.00374394,0.023776279,-0.003001162,-0.003160946,-0.038364132,-0.015373338,-0.002762554,0.016714793,0.00308814,0.000204362,-0.007703079,0.000107563,-0.003227932,-0.047644045,-0.053098083,-0.029600726,0.010469449,0.021352386,-0.005110635,-0.019435279,-0.004383897,0.047400401,-0.000981628,0.000460214,-0.020680845,0.000763736,0.013810915,-0.011621205,0.035587147,-0.000137927,-0.011395862,-0.039621923,0.006299016,-0.017531028,0
GSM1607928,0.00123224,0.010930976,-0.049218369,-0.005097149,0.013899484,-0.077349573,-0.00381434,0.022552415,-0.003118828,-0.002667153,-0.04239937,-0.015576129,-0.002860043,0.01549674,0.003103215,0.00019172,-0.008339916,0.000129317,-0.003452888,-0.050029024,-0.060835907,-0.031194317,0.01045548,0.022497309,-0.005317928,-0.019671868,-0.005769586,0.046970669,-0.000978726,0.000449495,-0.020166658,0.000841302,0.013308351,-0.011629395,0.037737038,-0.000171692,-0.011819388,-0.040794272,0.006909709,-0.01829792,0
GSM1607932,0.00082856,0.011132855,-0.051792723,-0.004927537,0.012500328,-0.083110055,-0.003453543,0.023081908,-0.003726794,-0.002971269,-0.04001791,-0.015819732,-0.003236931,0.017112761,0.003051706,0.000205086,-0.007592503,0.000154985,-0.003667012,-0.048399166,-0.057963683,-0.034893125,0.01029246,0.021854415,-0.005326282,-0.019536005,-0.005745343,0.04864365,-0.000953665,0.000452925,-0.020696233,0.001011896,0.014403842,-0.012455405,0.035754476,-0.000149919,-0.011698258,-0.044072543,0.00658163,-0.020862828,0
GSM1607942,0.000963694,0.010673583,-0.054402579,-0.005087219,0.011570322,-0.080536869,-0.003842427,0.021142767,-0.003305086,-0.002784131,-0.046244597,-0.015766022,-0.003038292,0.01719224,0.003009015,0.00022727,-0.00830091,0.000163247,-0.003924476,-0.047054553,-0.061050243,-0.032914767,0.010389599,0.02096507,-0.005551974,-0.019112844,-0.006074292,0.049684293,-0.000966527,0.000455075,-0.020717367,0.001007379,0.014292243,-0.012999545,0.038633995,-0.000179857,-0.01263807,-0.041987729,0.007044649,-0.022314097,0
GSM1607952,0.000829338,0.01064318,-0.047826659,-0.005184693,0.014431756,-0.078719645,-0.003734429,0.022469376,-0.003110728,-0.002626698,-0.038065164,-0.015524606,-0.0026636,0.015601181,0.003143619,0.000206849,-0.007982328,0.000128792,-0.003600609,-0.049325773,-0.058104993,-0.029503862,0.010343155,0.022201241,-0.005744502,-0.019016175,-0.004919072,0.047820378,-0.000966484,0.000437113,-0.019865208,0.000897089,0.013748165,-0.011665743,0.035469878,-0.000155764,-0.011516411,-0.0395734,0.006685759,-0.019942053,0
GSM1607684,0.001191152,0.010974266,-0.051133407,-0.005120827,0.018195969,-0.079457961,-0.003537516,0.023648857,-0.003003469,-0.003019224,-0.039608385,-0.015179438,-0.002952446,0.016579694,0.002959352,0.000199247,-0.007387679,0.000114652,-0.003115847,-0.048657,-0.056165871,-0.031717064,0.010633426,0.021971945,-0.005092149,-0.019718422,-0.004546582,0.049002906,-0.000960604,0.000458179,-0.021303721,0.00076323,0.014258641,-0.011258228,0.035700219,-0.000137328,-0.011092924,-0.040452271,0.005781245,-0.017407618,1
GSM1607685,0.001194472,0.010571863,-0.048506882,-0.005043982,0.013954942,-0.079765766,-0.003527103,0.024166676,-0.003052098,-0.002721029,-0.040968571,-0.016483628,-0.002837113,0.014833522,0.00282709,0.000190968,-0.007600619,0.000128278,-0.003075885,-0.046326126,-0.054659068,-0.027277896,0.010386091,0.023502834,-0.005471912,-0.019023289,-0.005114259,0.046970922,-0.00096365,0.000452994,-0.020450551,0.000808732,0.014199923,-0.011999856,0.035887126,-0.000151862,-0.011328977,-0.039694387,0.006586735,-0.017376835,1
GSM1607686,0.001157332,0.01136188,-0.046957573,-0.005084673,0.010968306,-0.080368497,-0.003685245,0.020880751,-0.003445179,-0.002860714,-0.042490798,-0.016110827,-0.002870342,0.015374032,0.003153621,0.000198534,-0.007380388,0.00011553,-0.003558715,-0.047685008,-0.055913404,-0.031162104,0.01014274,0.02468305,-0.005302519,-0.018731671,-0.006026549,0.048408275,-0.000962673,0.000455526,-0.019887006,0.00078493,0.013877056,-0.012873027,0.037877179,-0.000145693,-0.011024967,-0.041888127,0.007435514,-0.018804434,1
GSM1607687,0.001240176,0.010751857,-0.051219808,-0.004960869,0.012177825,-0.083799113,-0.003585246,0.023958441,-0.003051543,-0.002556444,-0.03823132,-0.01588031,-0.002455636,0.015813274,0.002962458,0.000181743,-0.007794874,0.000127365,-0.003200056,-0.047383789,-0.062819254,-0.02807716,0.01015572,0.024023946,-0.005249875,-0.018943728,-0.00524797,0.050121591,-0.000966329,0.000451151,-0.020136273,0.000827366,0.014196038,-0.011922202,0.035656394,-0.000148325,-0.011016088,-0.041935488,0.006586355,-0.016677345,1
GSM1607688,0.001261479,0.010720884,-0.049515998,-0.00508533,0.016602481,-0.080443768,-0.003621529,0.023295394,-0.003026818,-0.002881711,-0.038609922,-0.01624894,-0.002807416,0.015597068,0.003025185,0.000185157,-0.00784166,0.000115234,-0.003052516,-0.046396112,-0.055669357,-0.02892547,0.010383139,0.021806887,-0.005607015,-0.018409765,-0.005344983,0.046124779,-0.000962529,0.00044449,-0.020046219,0.000777465,0.01329578,-0.011908226,0.035274743,-0.000152304,-0.011729363,-0.040895753,0.0070189,-0.017105409,1
GSM1607689,0.00125249,0.010839327,-0.048184296,-0.004998624,0.0142116,-0.079662491,-0.00365397,0.02162641,-0.003088586,-0.002770229,-0.044972797,-0.016337971,-0.002706325,0.01541335,0.003123837,0.000189626,-0.007589111,0.000117556,-0.002868368,-0.046299192,-0.059559004,-0.031415077,0.010432279,0.024055655,-0.005844325,-0.019776805,-0.005519154,0.046747868,-0.00096549,0.000449895,-0.020166519,0.000779933,0.014010034,-0.011776501,0.036179761,-0.000154068,-0.011690404,-0.04078682,0.006597227,-0.017091104,1
GSM1607690,0.000985954,0.010978883,-0.048836088,-0.005034876,0.015040601,-0.081370393,-0.003645208,0.021841882,-0.003010565,-0.002930187,-0.03740048,-0.015935369,-0.003249482,0.015371492,0.003142044,0.000186134,-0.007744857,0.000108895,-0.003125849,-0.046079077,-0.055754615,-0.03010447,0.01017106,0.023352761,-0.005303839,-0.018232264,-0.00509353,0.045960344,-0.001006448,0.000457243,-0.019557098,0.000760379,0.013329593,-0.011555672,0.036701792,-0.000157597,-0.011299051,-0.037239177,0.006393582,-0.017280717,1
GSM1607691,0.001283657,0.010867871,-0.050769911,-0.005284127,0.011137384,-0.082035958,-0.0037528,0.023087545,-0.003034087,-0.00245146,-0.037885354,-0.015910634,-0.002535704,0.017335272,0.003087228,0.000178254,-0.007412561,0.000111437,-0.003085831,-0.04808241,-0.058336326,-0.029702252,0.010249326,0.020061545,-0.005743926,-0.018391163,-0.005253035,0.050214101,-0.000960103,0.000443422,-0.01974921,0.000846531,0.013650159,-0.013205241,0.035933569,-0.00015872,-0.011356552,-0.043324977,0.006699607,-0.017353544,1
GSM1607692,0.001407708,0.010670583,-0.050481548,-0.005276365,0.011330106,-0.083559983,-0.003925264,0.022813317,-0.003121574,-0.002649067,-0.051076069,-0.016339901,-0.002729094,0.016300755,0.00321304,0.000206671,-0.00814637,0.000149682,-0.003333003,-0.048236711,-0.059076215,-0.031106593,0.010512422,0.021292679,-0.005399122,-0.019520174,-0.005750999,0.049766277,-0.000962256,0.000455322,-0.020082332,0.001005346,0.014348849,-0.011634874,0.036999669,-0.000162678,-0.011312346,-0.042023864,0.006473797,-0.021229759,1
GSM1607693,0.000768316,0.011204977,-0.050760594,-0.004967163,0.013158701,-0.079245014,-0.003790849,0.019486927,-0.00405788,-0.002669214,-0.052544525,-0.016112972,-0.002926839,0.016081019,0.003243935,0.00020666,-0.008690442,0.000155262,-0.003942008,-0.048172831,-0.055575385,-0.031982354,0.010398549,0.024404825,-0.005591685,-0.01846131,-0.006019528,0.046867311,-0.000984216,0.000458044,-0.01971981,0.001091198,0.013665542,-0.011698019,0.037874392,-0.00014354,-0.011853763,-0.042780312,0.006710257,-0.022005152,1
GSM1607694,0.00092882,0.011664305,-0.052605997,-0.005243764,0.014267541,-0.080510298,-0.003641537,0.021282179,-0.003086684,-0.002951331,-0.046074209,-0.015522763,-0.002833278,0.01608529,0.00302412,0.000204755,-0.007856731,0.000138882,-0.003247238,-0.049065181,-0.059221996,-0.033114981,0.010534178,0.024748008,-0.005527966,-0.018915043,-0.005686893,0.049034852,-0.000950241,0.000440055,-0.021484754,0.000870453,0.01440836,-0.011580886,0.035243827,-0.000139855,-0.012018579,-0.043273582,0.007208902,-0.019808437,1
GSM1607695,0.001393082,0.011174608,-0.050507789,-0.00506771,0.016133363,-0.080362169,-0.003522439,0.02159607,-0.003596389,-0.002622536,-0.043268115,-0.016287685,-0.002670624,0.015699155,0.002953202,0.000183667,-0.007618425,0.000110083,-0.002975925,-0.047517156,-0.057820954,-0.03277477,0.010179101,0.02244477,-0.005749393,-0.017954601,-0.005428131,0.046341559,-0.00096344,0.000444725,-0.020275955,0.000774633,0.013245228,-0.011386835,0.037166321,-0.000154268,-0.011312731,-0.041732063,0.006997257,-0.01873396,1
GSM1607696,0.001039811,0.010924272,-0.050806682,-0.00531082,0.013955248,-0.080699736,-0.003648593,0.020608916,-0.003214453,-0.00282386,-0.050873317,-0.015540541,-0.002721981,0.016540901,0.003013946,0.000186887,-0.008459562,0.000146774,-0.003502403,-0.047241787,-0.056754267,-0.030818761,0.010195474,0.023621375,-0.005513276,-0.018618298,-0.006165439,0.047757664,-0.000991722,0.000445231,-0.020568853,0.000937087,0.013357188,-0.01248423,0.046527084,-0.000169581,-0.011250167,-0.04275205,0.007097368,-0.020746019,1
GSM1607697,0.001034603,0.011287555,-0.051893628,-0.005084264,0.017284526,-0.080789385,-0.003770017,0.020704515,-0.003428179,-0.002993702,-0.039402974,-0.016048046,-0.003204357,0.016544527,0.003217534,0.000194486,-0.007442809,0.000117993,-0.003529916,-0.046447831,-0.058696338,-0.030345604,0.010194272,0.02109468,-0.005462084,-0.019313628,-0.005589041,0.049870285,-0.00096188,0.000446686,-0.020555746,0.00078565,0.014634134,-0.011956351,0.035464087,-0.000138394,-0.011301494,-0.042801734,0.005968128,-0.02031104,1
GSM1607698,0.001047254,0.010941026,-0.049090584,-0.005344517,0.012804655,-0.077918025,-0.003971336,0.022209359,-0.003158365,-0.002506964,-0.03930292,-0.016153449,-0.002988658,0.017158206,0.003167673,0.000201583,-0.008181089,0.0001414,-0.003886429,-0.047069178,-0.056732375,-0.031852778,0.010394431,0.021163702,-0.005848448,-0.018674945,-0.005728343,0.049885557,-0.00098351,0.000457517,-0.020721222,0.00106101,0.013887538,-0.012440118,0.035794907,-0.000166113,-0.011213252,-0.041714754,0.007202059,-0.021401438,1
GSM1607699,0.001424896,0.011508841,-0.0478769,-0.00507072,0.012283494,-0.079772592,-0.003693363,0.023560295,-0.003406562,-0.002625861,-0.05130046,-0.015788877,-0.003061895,0.015921306,0.003196671,0.000187576,-0.007600602,0.000134947,-0.003448812,-0.047427078,-0.053811758,-0.029395961,0.010135962,0.023136412,-0.005522063,-0.019884594,-0.00555881,0.048740014,-0.000951922,0.000438799,-0.01923404,0.000891236,0.014002942,-0.011370538,0.042507546,-0.000144579,-0.011100028,-0.039657318,0.006421142,-0.017630013,1
GSM1607701,0.001006715,0.011057353,-0.052935442,-0.005007156,0.015945594,-0.080238106,-0.003447891,0.021926786,-0.002986361,-0.003061631,-0.04118363,-0.015203109,-0.002801477,0.015578851,0.002979508,0.000209706,-0.007379189,0.000101989,-0.00283484,-0.050059337,-0.05459144,-0.033095599,0.010861996,0.023569965,-0.005471581,-0.018242025,-0.005132272,0.049612808,-0.000966016,0.000458536,-0.021904147,0.000697831,0.014587806,-0.011318771,0.035765014,-0.000138094,-0.012304788,-0.042679313,0.00730972,-0.01525587,1
GSM1607702,0.00107918,0.010555214,-0.049263864,-0.005205598,0.012624822,-0.078907596,-0.00371902,0.025645743,-0.003029688,-0.00261725,-0.03674096,-0.016720305,-0.002642848,0.015871955,0.002977705,0.000203216,-0.007788537,0.000124469,-0.00288868,-0.0462877,-0.056485008,-0.027496199,0.010670465,0.021636405,-0.005106105,-0.019307538,-0.004751674,0.048265071,-0.0009411,0.000460201,-0.019934166,0.000821835,0.013827346,-0.012266617,0.035396321,-0.000152989,-0.011559067,-0.036685028,0.006678042,-0.01845669,1
GSM1607703,0.001330937,0.010648307,-0.049154892,-0.005064263,0.012581328,-0.083368468,-0.003672575,0.021696778,-0.00295631,-0.002728579,-0.048637256,-0.016438681,-0.002845236,0.016226262,0.003182411,0.000186181,-0.007612166,0.000128655,-0.003429443,-0.045825295,-0.061155943,-0.029217576,0.010447027,0.023664744,-0.005396686,-0.01912262,-0.00563702,0.04702421,-0.000969149,0.000446159,-0.019827141,0.000939114,0.014663946,-0.011719603,0.035516544,-0.000158826,-0.011279194,-0.041112792,0.006434474,-0.017361302,1
GSM1607705,0.001374005,0.011023109,-0.050656854,-0.004913188,0.014810479,-0.085083018,-0.003777135,0.021246744,-0.0036977,-0.002867056,-0.047205264,-0.015248208,-0.002728563,0.016982302,0.003039876,0.000187927,-0.00790846,0.000144372,-0.00335071,-0.046563696,-0.056459454,-0.034317719,0.010215109,0.023150611,-0.005830762,-0.018633376,-0.005509056,0.047165214,-0.000973396,0.000443745,-0.020712053,0.001048029,0.013872095,-0.012087244,0.039154681,-0.000174415,-0.011253973,-0.041755582,0.007042367,-0.019665068,1
GSM1607706,0.001188885,0.010712852,-0.051361926,-0.005261463,0.016422967,-0.078731995,-0.00388546,0.0247747,-0.003169237,-0.002889612,-0.038334685,-0.016048951,-0.002783779,0.016260459,0.003189506,0.000192076,-0.008260985,0.000114451,-0.002837392,-0.047196568,-0.053820593,-0.029146018,0.010149956,0.02190751,-0.005767812,-0.018685082,-0.004806737,0.046527679,-0.000970796,0.000452565,-0.020611684,0.000885847,0.013205315,-0.011565107,0.037000378,-0.000139605,-0.011408717,-0.041752221,0.006976403,-0.016668903,1
GSM1607707,0.001255851,0.010889543,-0.052487612,-0.005257271,0.012308497,-0.08341895,-0.003800446,0.023626117,-0.003069378,-0.002756698,-0.043515242,-0.016605965,-0.002693287,0.01580462,0.003059117,0.000185764,-0.007021419,0.000125678,-0.003273078,-0.048434077,-0.062357577,-0.029634542,0.01034472,0.022624428,-0.005992557,-0.019991157,-0.005098612,0.04800125,-0.000967712,0.000446858,-0.020415686,0.000734123,0.014638957,-0.012351076,0.036880967,-0.000160546,-0.011110374,-0.038911068,0.006311357,-0.017104616,1
GSM1607708,0.00108589,0.010728601,-0.048869517,-0.005171379,0.011314219,-0.077794484,-0.003743151,0.023063085,-0.003082946,-0.002773314,-0.039667777,-0.015301429,-0.002686544,0.015949802,0.003230905,0.00017625,-0.007813886,0.00014032,-0.003764513,-0.046471758,-0.055588025,-0.030240514,0.010170637,0.021980605,-0.005946734,-0.019118749,-0.005203306,0.049858981,-0.000972183,0.000444895,-0.020066907,0.000908263,0.013250875,-0.012723564,0.036084432,-0.000144706,-0.011019509,-0.041324127,0.00590395,-0.020652666,1
GSM1607709,0.001074936,0.011727324,-0.049530998,-0.005278239,0.01211907,-0.081849342,-0.003654255,0.021461956,-0.003098522,-0.002863863,-0.049431974,-0.015664646,-0.003105595,0.016765643,0.003003916,0.000199115,-0.007409003,0.000143947,-0.003668737,-0.046410154,-0.054414541,-0.034034606,0.010234843,0.022278838,-0.005866767,-0.01846274,-0.005936219,0.047950196,-0.000965914,0.000434872,-0.020298009,0.000990153,0.014270843,-0.012061043,0.037228526,-0.000142158,-0.011257871,-0.042194,0.007097701,-0.019955384,1
GSM1607710,0.001136667,0.010722811,-0.051613245,-0.005333716,0.013878067,-0.080254962,-0.003665557,0.020851458,-0.003135524,-0.002764246,-0.041340674,-0.015920807,-0.002849703,0.017061764,0.00311383,0.000202523,-0.008088213,0.000150832,-0.003656123,-0.046987269,-0.057269908,-0.030388843,0.010429907,0.022115507,-0.005904028,-0.018909081,-0.005930826,0.048475686,-0.000966461,0.000446828,-0.020930088,0.000987769,0.013798259,-0.012407552,0.037397392,-0.000153742,-0.01209471,-0.039666803,0.006873918,-0.020740612,1
GSM1607711,0.00074456,0.011043411,-0.049119965,-0.005291711,0.017905489,-0.078755377,-0.003912367,0.024026226,-0.0030764,-0.002603717,-0.038477156,-0.016106239,-0.00270679,0.015253291,0.003038905,0.000198072,-0.00820526,0.000123511,-0.003206611,-0.050399933,-0.05845191,-0.029253848,0.009958357,0.021903651,-0.005895404,-0.018716401,-0.004572526,0.048123352,-0.000955849,0.000441112,-0.020310897,0.000830113,0.014421234,-0.011790072,0.03757598,-0.000150019,-0.011205767,-0.045173767,0.006778825,-0.019204809,1
GSM1607712,0.001371477,0.01070709,-0.049336205,-0.004914163,0.012087144,-0.079024463,-0.003523733,0.01985146,-0.003086682,-0.002472448,-0.055619908,-0.016330259,-0.002709818,0.015232804,0.002897093,0.000195469,-0.007084168,0.000104107,-0.003033727,-0.047018866,-0.06215646,-0.029927369,0.010559373,0.022324831,-0.00606935,-0.017871317,-0.005578489,0.050050021,-0.000957318,0.000455441,-0.020869455,0.000705637,0.014112536,-0.011223877,0.040980582,-0.000147763,-0.011427933,-0.04153058,0.00707242,-0.015268491,1
GSM1607713,0.001283883,0.010686732,-0.04823582,-0.004983171,0.012033163,-0.079286191,-0.003243658,0.025002205,-0.002970403,-0.003000884,-0.037151842,-0.015714271,-0.002534164,0.014570038,0.00289092,0.000186231,-0.007262872,0.000104752,-0.003543344,-0.049645722,-0.060815532,-0.029032196,0.010627715,0.021188115,-0.005452323,-0.020451492,-0.004947888,0.052224125,-0.000951138,0.000464406,-0.019969873,0.000699203,0.014748049,-0.011018298,0.035655162,-0.000137325,-0.010683615,-0.042482999,0.005862835,-0.016853036,1
GSM1607715,0.000975292,0.010567743,-0.049097855,-0.004933947,0.013364828,-0.078981044,-0.003639231,0.024063758,-0.003127803,-0.002982823,-0.038169233,-0.016865367,-0.00278465,0.015042757,0.003110308,0.000191864,-0.0078987,0.00015075,-0.003583865,-0.04593719,-0.059660056,-0.029795656,0.010632008,0.022651703,-0.005796418,-0.019149568,-0.005570241,0.047086332,-0.000951734,0.000464393,-0.020037954,0.000790783,0.01428933,-0.011772891,0.036812102,-0.00015148,-0.011656234,-0.041688844,0.006709015,-0.018629453,1
GSM1607716,0.001216,0.010825344,-0.049178249,-0.005280699,0.017303714,-0.081450642,-0.003383415,0.023921358,-0.003112321,-0.002812398,-0.039135325,-0.016060188,-0.002913918,0.015482787,0.003098521,0.000208479,-0.007910772,0.000108037,-0.003037287,-0.048251372,-0.057885648,-0.031397809,0.010646641,0.022086404,-0.005819769,-0.019415584,-0.004995612,0.049661598,-0.000938141,0.000461851,-0.020174352,0.000771368,0.014472105,-0.011017153,0.036158282,-0.000139627,-0.011302096,-0.040996232,0.006269281,-0.017678903,1
GSM1607717,0.001294039,0.011476515,-0.051001132,-0.005166861,0.012157722,-0.077551574,-0.003571592,0.020899112,-0.003061961,-0.002906862,-0.043328404,-0.015925928,-0.003252219,0.01574619,0.002892392,0.000193258,-0.007374383,0.000114585,-0.003114568,-0.045643547,-0.060199225,-0.030217878,0.010554236,0.022387956,-0.006052728,-0.018071069,-0.006143919,0.050175873,-0.000962904,0.000448901,-0.020379363,0.000812886,0.013551097,-0.011830535,0.03710803,-0.000164617,-0.011200878,-0.039554754,0.006798984,-0.017287781,1
GSM1607718,0.001300033,0.010745387,-0.04759605,-0.005109471,0.011293775,-0.086855585,-0.003974763,0.022753131,-0.003045756,-0.002406971,-0.047930154,-0.016382679,-0.002652746,0.017210529,0.003233362,0.000180751,-0.008267087,0.000122968,-0.002948456,-0.048270314,-0.057587863,-0.027958213,0.010515012,0.028416766,-0.005854126,-0.018852534,-0.005578736,0.046468709,-0.001005943,0.000449527,-0.018360236,0.000809859,0.013637286,-0.012512558,0.036763774,-0.00016806,-0.011819688,-0.039367322,0.006297282,-0.018282459,1
GSM1607719,0.001066174,0.010993293,-0.049589849,-0.005558008,0.013558598,-0.080328199,-0.00371483,0.024770216,-0.003389123,-0.002760558,-0.041379009,-0.016123502,-0.002923127,0.016121392,0.003179241,0.000209685,-0.00840109,0.000118541,-0.00312399,-0.047664762,-0.052972953,-0.03168152,0.010759243,0.021457283,-0.005926564,-0.018898869,-0.005032843,0.047024929,-0.000980329,0.000446532,-0.020201848,0.000895632,0.014204202,-0.011506166,0.036146274,-0.000141877,-0.011029931,-0.042002643,0.006424765,-0.019263042,1
GSM1607720,0.001268168,0.011119442,-0.049932173,-0.005191482,0.017182225,-0.079950305,-0.003752721,0.023328413,-0.002988169,-0.002937755,-0.046781292,-0.016021415,-0.00292544,0.015831418,0.003035238,0.000191951,-0.007407996,0.00010755,-0.003089939,-0.047092246,-0.057892262,-0.029486902,0.010257648,0.022206782,-0.005928946,-0.018180945,-0.005500602,0.047129251,-0.000950066,0.000457373,-0.020512595,0.00076785,0.013876933,-0.011361232,0.035626155,-0.000148155,-0.01128823,-0.041375654,0.006830087,-0.016218601,1
GSM1607721,0.001088399,0.010544488,-0.04855334,-0.005059118,0.014770983,-0.08016657,-0.003928462,0.024987973,-0.002998918,-0.002694101,-0.037964852,-0.016285964,-0.002487337,0.015672377,0.003174496,0.000189568,-0.007474722,0.000132139,-0.002918247,-0.047989019,-0.060424396,-0.026907425,0.01044335,0.021900168,-0.005826168,-0.019655675,-0.004624658,0.053089241,-0.000956055,0.000454951,-0.01951783,0.000754946,0.013627712,-0.012101879,0.035518089,-0.000150615,-0.011175922,-0.03650334,0.006063137,-0.016908281,1
GSM1607722,0.001291457,0.01130408,-0.04997449,-0.005145483,0.014411878,-0.080697979,-0.003973789,0.020925242,-0.002965739,-0.002757333,-0.050012053,-0.016254515,-0.003052488,0.015751286,0.003173732,0.000201817,-0.007590396,0.000156815,-0.003410774,-0.047251278,-0.058911058,-0.031172654,0.010164663,0.023518256,-0.005880389,-0.018739715,-0.006160103,0.048147603,-0.000961585,0.000463182,-0.02117604,0.000945297,0.014446947,-0.012469378,0.036035578,-0.000172581,-0.011174015,-0.042355866,0.006804932,-0.020120975,1
GSM1607723,0.001247757,0.010882544,-0.051773319,-0.00534383,0.011549846,-0.081776453,-0.003771012,0.022332381,-0.003070887,-0.002581526,-0.042575745,-0.01555061,-0.002847042,0.016311562,0.003157244,0.000184292,-0.008365327,0.000137776,-0.003073126,-0.045317038,-0.05835729,-0.034906799,0.010182886,0.022646778,-0.006194116,-0.018456191,-0.006050604,0.049021783,-0.000971869,0.000449939,-0.020370313,0.001111284,0.013553834,-0.012179454,0.036337562,-0.000175131,-0.011670596,-0.042391485,0.007520125,-0.020415136,1
GSM1607724,0.000843457,0.010827225,-0.052020739,-0.005024411,0.012355399,-0.079291541,-0.003760845,0.021867771,-0.003177906,-0.002969475,-0.041031706,-0.015582835,-0.002880587,0.016346378,0.003083527,0.000184018,-0.008326259,0.000123888,-0.00376603,-0.04682442,-0.058252144,-0.03245936,0.010544421,0.021581761,-0.006032237,-0.018270616,-0.00585045,0.048866094,-0.000992528,0.000435407,-0.019918135,0.000971013,0.013827503,-0.012721517,0.035301195,-0.000168061,-0.011627746,-0.040009129,0.006703806,-0.019335895,1
GSM1607725,0.0013876,0.010572291,-0.052136287,-0.005281398,0.012014777,-0.09293942,-0.003760663,0.02247914,-0.003021303,-0.002618068,-0.053771311,-0.016576573,-0.002646417,0.01712084,0.003090076,0.000193743,-0.00753532,0.000158502,-0.003832336,-0.050749709,-0.057745663,-0.030690716,0.010691087,0.022730765,-0.005882645,-0.018652565,-0.005619446,0.050563949,-0.000949889,0.000453149,-0.020216588,0.000877946,0.014612116,-0.012656419,0.035715032,-0.000147018,-0.011583984,-0.041675468,0.006482132,-0.020962753,1
GSM1607726,0.001131994,0.011196607,-0.050782426,-0.005285003,0.019189518,-0.07947945,-0.003585938,0.020858269,-0.003138278,-0.003063528,-0.039431378,-0.015818583,-0.003183546,0.015059845,0.002953027,0.000195566,-0.007316958,0.000119193,-0.003177436,-0.046783713,-0.056428996,-0.030102846,0.010421387,0.022120558,-0.005936652,-0.018052196,-0.005004845,0.046870918,-0.000952389,0.000445469,-0.021447237,0.000859701,0.013790231,-0.011403797,0.035305528,-0.000138601,-0.011073174,-0.041366622,0.006974105,-0.016973814,1
GSM1607727,0.001278636,0.011309802,-0.050287427,-0.005075822,0.01808709,-0.081412675,-0.003713927,0.021890519,-0.003896214,-0.002993284,-0.050828224,-0.015475287,-0.002944379,0.015928888,0.003065703,0.00019012,-0.007508013,0.000115384,-0.003245174,-0.048204578,-0.058630202,-0.031747821,0.010162099,0.023402252,-0.005799015,-0.019256499,-0.005013221,0.049057556,-0.000936975,0.000453523,-0.020922334,0.000774556,0.014203667,-0.011652125,0.035323029,-0.000150174,-0.01121718,-0.041206665,0.006723565,-0.018160171,1
