,BCAM,BRMS1,BTG1,CAMK2N1,CDKN2A,COX8A,CTNNAL1,CXCL13,DAD1,EEF1A2,EMD,F3,FAU,GSTP1,HBEGF,HSP90AA1,HSP90AB1,IL1A,MRPL41,MT1X,NQO1,PDAP1,PPP1R14B,PSMB7,PSMC3,RPN2,RSL1D1,SBDS,SERPINE1,SMS,SPINK6,SURF4,TCEAL8,TNFRSF12A,TOMM7,TRIB3,ZMAT2,class
GSM1607926,-0.002367003,0.00923348,0.03569147,-0.053013313,0.044165868,-0.022236885,0.017292506,0.014741239,-0.045048971,-0.029708045,-0.002139719,-0.002479708,-0.003398876,0.001875472,-0.012538868,-8.41E-05,0.003265758,-0.018564442,0.021393025,-0.067962395,-0.004706084,-0.00879277,0.001550444,-0.031968099,-0.01993753,0.001829027,-0.000684061,-0.025427088,0.003044886,-0.00545653,0.028168468,0.001290839,-0.014575996,-0.032832218,-0.004513095,-0.009610436,-0.034377885,0
GSM1607927,-0.00233752,0.009565098,0.038342197,-0.038509483,0.045181529,-0.022007684,0.016343395,0.01562659,-0.043330188,-0.025673602,-0.002185406,-0.001818913,-0.00341457,0.00181061,-0.0097642,-8.29E-05,0.003155978,-0.014873843,0.021091214,-0.056907259,-0.003707888,-0.008747068,0.001438549,-0.031503786,-0.020350965,0.001822027,-0.000700972,-0.022520956,0.002239242,-0.005281222,0.027226013,0.001221374,-0.013877964,-0.027179776,-0.004353894,-0.008685466,-0.033767527,0
GSM1607928,-0.002331274,0.009154057,0.03492318,-0.043751326,0.045213453,-0.021712673,0.014254354,0.012685942,-0.04435129,-0.028374017,-0.002155491,-0.002290228,-0.003339987,0.001973831,-0.010869448,-8.40E-05,0.003171385,-0.018111449,0.021108325,-0.072349118,-0.004898882,-0.008819376,0.001529521,-0.029833905,-0.018916887,0.001779701,-0.000727484,-0.025067499,0.002466663,-0.005284944,0.028870791,0.001213094,-0.013730778,-0.028368751,-0.004704395,-0.009150973,-0.035210447,0
GSM1607932,-0.002253699,0.009809177,0.034957562,-0.049438278,0.043499206,-0.022019926,0.015947209,0.015697654,-0.044714014,-0.026780324,-0.00227439,-0.002489338,-0.003404036,0.001953612,-0.011210964,-8.75E-05,0.003118744,-0.019914442,0.020948048,-0.065961919,-0.004513008,-0.008774179,0.001582229,-0.032399217,-0.020204709,0.001772353,-0.00069552,-0.023163339,0.00296684,-0.005660322,0.027354028,0.001347076,-0.015139214,-0.032345337,-0.004611495,-0.008943759,-0.034967123,0
GSM1607942,-0.002326733,0.009685667,0.037822869,-0.046385315,0.043652185,-0.022686561,0.017604069,0.012501368,-0.045459865,-0.030947276,-0.002347074,-0.00251885,-0.00343261,0.001969076,-0.012769938,-8.67E-05,0.003075115,-0.018407048,0.021292143,-0.068639725,-0.004978584,-0.009051116,0.001630647,-0.033153296,-0.020307729,0.001861189,-0.000727741,-0.024514344,0.002953595,-0.005907604,0.02955701,0.001356928,-0.014604002,-0.034595356,-0.004354555,-0.009891504,-0.035139676,0
GSM1607952,-0.002371314,0.009337175,0.037094006,-0.041602644,0.048960386,-0.022242915,0.01783186,0.013225246,-0.044002165,-0.02547353,-0.002199045,-0.002066705,-0.003386454,0.001864539,-0.010499282,-8.52E-05,0.003212675,-0.016216426,0.019531416,-0.065528574,-0.004293846,-0.008753021,0.001509507,-0.030139987,-0.019315859,0.001833652,-0.000731808,-0.023865423,0.002630228,-0.005301462,0.027136297,0.001226454,-0.013600137,-0.030917784,-0.004534497,-0.00945257,-0.033767092,0
GSM1607684,-0.002342104,0.009358822,0.036526577,-0.041429181,0.053169704,-0.022860981,0.016247846,0.017087854,-0.04541596,-0.026506266,-0.002156041,-0.001891529,-0.003534614,0.001815288,-0.009874759,-8.61E-05,0.003024361,-0.014401509,0.021080369,-0.05691877,-0.003832087,-0.00869796,0.001514735,-0.031602343,-0.020078795,0.001750359,-0.000675912,-0.023703319,0.00223776,-0.005116268,0.02731252,0.001214854,-0.01411065,-0.026988443,-0.004652634,-0.00939334,-0.036026745,1
GSM1607685,-0.002306957,0.009219534,0.036477323,-0.039870567,0.054885698,-0.022098233,0.017222253,0.013331849,-0.044649917,-0.027416515,-0.00218774,-0.00185255,-0.003442875,0.001857339,-0.009445108,-8.27E-05,0.002889194,-0.016863011,0.020739254,-0.059948842,-0.004490515,-0.008609506,0.001487994,-0.031353204,-0.02010385,0.001742489,-0.000722477,-0.023169187,0.00237117,-0.005453299,0.027455513,0.001150633,-0.013981153,-0.026940718,-0.00453012,-0.009473408,-0.035125887,1
GSM1607686,-0.002325568,0.009041472,0.037323075,-0.048727442,0.041310688,-0.02163855,0.016292423,0.01126786,-0.044793982,-0.028435201,-0.002109051,-0.002335777,-0.003352077,0.001802773,-0.01045864,-8.83E-05,0.003222897,-0.013940218,0.020180868,-0.070182984,-0.004662241,-0.008887335,0.001542869,-0.030873344,-0.018939754,0.001846111,-0.000720913,-0.023322317,0.002301382,-0.005850109,0.028978007,0.001248131,-0.012950623,-0.02915404,-0.004487751,-0.008812079,-0.033883799,1
GSM1607687,-0.002268944,0.009076539,0.038703049,-0.039425373,0.057475266,-0.022704104,0.015952384,0.012930613,-0.043784814,-0.025584723,-0.002275081,-0.002360126,-0.003270817,0.001965902,-0.011435345,-8.51E-05,0.003027536,-0.016979184,0.020940775,-0.068606852,-0.004926454,-0.008886552,0.001473997,-0.030887049,-0.019044626,0.001707504,-0.000688708,-0.023891871,0.002425805,-0.005418009,0.027278991,0.001214056,-0.014202144,-0.025856242,-0.004367142,-0.008640235,-0.034873187,1
GSM1607688,-0.002325869,0.009523734,0.037989109,-0.040851648,0.053252501,-0.020934565,0.014500805,0.012701281,-0.04355031,-0.025838087,-0.002089047,-0.002094613,-0.003463,0.001967497,-0.012273337,-8.34E-05,0.00309164,-0.016014199,0.019289133,-0.066214386,-0.004885467,-0.008708228,0.001411892,-0.029435207,-0.018524986,0.001721913,-0.00069463,-0.024432585,0.002279497,-0.005411658,0.026987008,0.001163405,-0.01417934,-0.026519905,-0.004463608,-0.008819235,-0.034636395,1
GSM1607689,-0.002286212,0.009215667,0.035220301,-0.048336793,0.049152113,-0.022411469,0.014073486,0.013042193,-0.043670933,-0.030096176,-0.00211061,-0.002106,-0.003377896,0.001877278,-0.011867524,-8.25E-05,0.003192459,-0.018126904,0.019642828,-0.069333172,-0.004320817,-0.008787401,0.001573803,-0.029846864,-0.019341534,0.001758288,-0.00072908,-0.024451514,0.002286731,-0.005351796,0.027679394,0.001239631,-0.013795231,-0.026497726,-0.004464942,-0.008927444,-0.035585061,1
GSM1607690,-0.002302792,0.009139629,0.035841925,-0.043076762,0.055074602,-0.021059404,0.014347405,0.013543512,-0.042408553,-0.025028718,-0.002069365,-0.001920407,-0.003331434,0.001842953,-0.010277531,-8.63E-05,0.003211066,-0.01477057,0.020424364,-0.06355346,-0.004231683,-0.008939244,0.00154561,-0.030375974,-0.01877074,0.001761788,-0.000728047,-0.024166778,0.0022294,-0.005251441,0.028078774,0.001230987,-0.013089932,-0.026791699,-0.004504031,-0.009301038,-0.033380906,1
GSM1607691,-0.002416792,0.008824671,0.034676553,-0.043614392,0.05487283,-0.022557708,0.017227241,0.012542433,-0.043503627,-0.0253532,-0.002167136,-0.002111092,-0.003301419,0.001955599,-0.011844014,-8.42E-05,0.003155047,-0.01374218,0.020542765,-0.072794363,-0.005280126,-0.008680107,0.001491301,-0.032716584,-0.019121467,0.001764493,-0.000693875,-0.024780195,0.002481995,-0.006001083,0.027491044,0.001189196,-0.014629104,-0.026904607,-0.004367881,-0.009130203,-0.033781691,1
GSM1607692,-0.002413242,0.009751843,0.034497373,-0.048748053,0.050528493,-0.022108463,0.017458065,0.014105985,-0.043188708,-0.034180538,-0.002257052,-0.002268922,-0.003350414,0.001969201,-0.011775368,-8.52E-05,0.003283622,-0.016183275,0.022551596,-0.072646455,-0.005242023,-0.008890166,0.001524257,-0.0319789,-0.020489146,0.001807512,-0.000762338,-0.023724862,0.002947635,-0.005287434,0.028306666,0.001270901,-0.014131168,-0.032914219,-0.004529021,-0.009578356,-0.036407472,1
GSM1607693,-0.002271823,0.009653571,0.037118609,-0.053279132,0.039549715,-0.021736351,0.017205995,0.014761156,-0.044166555,-0.035163241,-0.002200186,-0.002369978,-0.003350379,0.001923246,-0.010254748,-8.53E-05,0.003315196,-0.016897894,0.020463542,-0.069289599,-0.004377969,-0.008851526,0.001642236,-0.033138025,-0.019683948,0.001780794,-0.000724876,-0.025771637,0.003199348,-0.00531613,0.028975874,0.001285513,-0.014259188,-0.034116373,-0.004600531,-0.008823464,-0.03569155,1
GSM1607694,-0.002398331,0.009593533,0.035114418,-0.046634216,0.039674422,-0.022589701,0.01596671,0.012005963,-0.046054813,-0.03083325,-0.002263957,-0.00240564,-0.003567572,0.001940917,-0.010328272,-8.54E-05,0.003090552,-0.016495578,0.020915375,-0.072638862,-0.00445363,-0.008829643,0.001501086,-0.029939602,-0.019236511,0.00188416,-0.000753859,-0.024683658,0.002552133,-0.005262899,0.026963356,0.001251672,-0.015224514,-0.030710628,-0.00468509,-0.009025911,-0.034118766,1
GSM1607695,-0.00231781,0.008859265,0.036285921,-0.047241199,0.042643382,-0.022288359,0.015884986,0.011585356,-0.04328701,-0.028955389,-0.002159386,-0.002376398,-0.003356621,0.001885926,-0.012409039,-8.38E-05,0.003018076,-0.01742119,0.019845918,-0.069255391,-0.00503214,-0.008455327,0.001502989,-0.029858255,-0.018347131,0.001690639,-0.00071583,-0.024867863,0.002271192,-0.005174713,0.028434163,0.001203427,-0.01407678,-0.029044779,-0.004538009,-0.008506985,-0.033738205,1
GSM1607696,-0.002429,0.009390989,0.037410628,-0.048145311,0.042410463,-0.021186339,0.015657154,0.013622006,-0.044605628,-0.034044854,-0.002125253,-0.002373633,-0.003447847,0.001931674,-0.010894207,-8.80E-05,0.003080154,-0.016568887,0.020074766,-0.071481876,-0.004856033,-0.008765069,0.00150633,-0.030464639,-0.018917199,0.00174556,-0.000733126,-0.026253403,0.002747502,-0.005673421,0.035595633,0.001214946,-0.014170869,-0.032164237,-0.004537685,-0.009074027,-0.033633128,1
GSM1607697,-0.002325381,0.01030189,0.036070444,-0.045080274,0.054884145,-0.022912198,0.015637564,0.015449563,-0.045177284,-0.026368804,-0.002231163,-0.00202171,-0.003505759,0.00188524,-0.009320617,-8.71E-05,0.003288214,-0.013959479,0.021464328,-0.06260836,-0.004794254,-0.008727698,0.001655718,-0.033401249,-0.020493093,0.001892316,-0.000695751,-0.022940958,0.002303493,-0.005433528,0.027131866,0.001311754,-0.014546145,-0.031489855,-0.004607361,-0.010053832,-0.037200082,1
GSM1607698,-0.002444412,0.009382847,0.034213068,-0.05494921,0.057749072,-0.02177752,0.018912179,0.014059383,-0.045112034,-0.026301847,-0.002117842,-0.002412834,-0.003333318,0.001867885,-0.010920973,-9.01E-05,0.003237258,-0.01504353,0.020292807,-0.073467655,-0.004459948,-0.008811366,0.001613059,-0.033217279,-0.020429341,0.001777224,-0.000739482,-0.023651877,0.003110839,-0.005653375,0.02738496,0.001309472,-0.013785527,-0.033180387,-0.004534525,-0.009259529,-0.035756803,1
GSM1607699,-0.002319186,0.009668491,0.035341478,-0.044814223,0.054856254,-0.022493843,0.014777205,0.012290226,-0.042796959,-0.034330702,-0.002067737,-0.002033259,-0.003339934,0.001991456,-0.011298488,-8.55E-05,0.003266893,-0.016964282,0.020116402,-0.071662044,-0.004587957,-0.008967531,0.001626696,-0.030376738,-0.01928725,0.001827633,-0.000719236,-0.023559226,0.002613069,-0.005167307,0.032520477,0.00119132,-0.013284519,-0.027333241,-0.004619409,-0.008555365,-0.034422801,1
GSM1607701,-0.002290114,0.009205386,0.035398954,-0.041880628,0.042670526,-0.022494139,0.015549066,0.011829449,-0.046382875,-0.027560433,-0.00215524,-0.00210991,-0.00359839,0.001788037,-0.009758626,-8.69E-05,0.00304496,-0.012812759,0.021240613,-0.066591745,-0.004453518,-0.008696187,0.001402332,-0.030507871,-0.01906185,0.001848575,-0.00074021,-0.024433356,0.002046012,-0.005143782,0.027362091,0.001261834,-0.015214905,-0.023652413,-0.004716878,-0.008715819,-0.035028486,1
GSM1607702,-0.002380875,0.009385997,0.038569118,-0.040812518,0.054429635,-0.021736544,0.017739808,0.014411327,-0.044677609,-0.024587361,-0.002216436,-0.00216829,-0.003380453,0.001797778,-0.00995931,-8.31E-05,0.003043118,-0.016470378,0.020521006,-0.056777229,-0.003911834,-0.008970935,0.001500728,-0.030984726,-0.01954045,0.001736257,-0.000742838,-0.023022072,0.002409588,-0.005574528,0.027080022,0.001200589,-0.012567341,-0.028614905,-0.004342248,-0.00945003,-0.035317365,1
GSM1607703,-0.002316233,0.009329798,0.033345969,-0.041551046,0.053789619,-0.021290101,0.015040327,0.014437171,-0.043771315,-0.032548463,-0.00221481,-0.002020249,-0.003285062,0.0019145,-0.011619933,-8.37E-05,0.00325232,-0.017179121,0.019696816,-0.070625169,-0.005517888,-0.008936532,0.001541685,-0.029284787,-0.019459694,0.001763732,-0.000707238,-0.02348041,0.002753443,-0.005325939,0.027171998,0.001192048,-0.013679052,-0.026916637,-0.00445014,-0.010039322,-0.034788421,1
GSM1607705,-0.002247136,0.009279733,0.037670528,-0.044367653,0.04210012,-0.022791638,0.015406309,0.013235281,-0.044419724,-0.031590162,-0.002093624,-0.002116637,-0.003461383,0.001921719,-0.011698763,-8.53E-05,0.003106654,-0.017142427,0.019494108,-0.072297479,-0.005038395,-0.008855303,0.00159173,-0.029465396,-0.018632456,0.001815155,-0.000764256,-0.024993439,0.003072779,-0.005493012,0.029955362,0.001189632,-0.013961678,-0.030488352,-0.004552519,-0.008578948,-0.03270589,1
GSM1607706,-0.002406426,0.009186406,0.037701535,-0.04119172,0.050301579,-0.022189523,0.016804496,0.015295223,-0.043602274,-0.025653896,-0.002059236,-0.001904,-0.003506764,0.001858446,-0.01080546,-8.25E-05,0.003259571,-0.014434797,0.019884887,-0.055624738,-0.003877625,-0.008881706,0.001413617,-0.03144629,-0.019108814,0.001750788,-0.000726014,-0.023558612,0.002597269,-0.005255728,0.028307208,0.001205123,-0.014216866,-0.025843154,-0.004464398,-0.008491525,-0.03433077,1
GSM1607707,-0.002404509,0.009527332,0.0368868,-0.043202723,0.061551587,-0.0233339,0.014707031,0.011928003,-0.045533355,-0.029120768,-0.002150105,-0.002047036,-0.003376095,0.002010828,-0.010260122,-8.45E-05,0.003126318,-0.016426085,0.021129281,-0.063469075,-0.004368721,-0.008743953,0.001622418,-0.033869819,-0.020544444,0.001758694,-0.000705239,-0.024440457,0.002152421,-0.005612909,0.028215852,0.001238344,-0.012853224,-0.026518675,-0.004517884,-0.008798901,-0.036810019,1
GSM1607708,-0.002365225,0.009227495,0.037115565,-0.044318753,0.058839808,-0.022070622,0.016344158,0.014391268,-0.043328077,-0.026546012,-0.002196507,-0.002292338,-0.003332787,0.001900124,-0.010657902,-8.52E-05,0.00330188,-0.014699954,0.021257186,-0.074675007,-0.004552965,-0.008940225,0.001593045,-0.032899857,-0.019885428,0.001729763,-0.00071342,-0.023300793,0.002662992,-0.005782186,0.027606462,0.001235635,-0.013388333,-0.032019505,-0.004303757,-0.008649422,-0.034601188,1
GSM1607709,-0.002414099,0.009143225,0.035862887,-0.047096699,0.041816281,-0.021834102,0.015338536,0.016302434,-0.044336482,-0.033080296,-0.002127151,-0.00230684,-0.003248149,0.001832844,-0.012005715,-8.49E-05,0.003069904,-0.015908189,0.020463813,-0.068845343,-0.004520896,-0.008834112,0.001610074,-0.030163024,-0.018995667,0.001818794,-0.00073612,-0.024015964,0.002903088,-0.005481105,0.028481754,0.001352219,-0.01445502,-0.030938453,-0.004561081,-0.009144476,-0.034358015,1
GSM1607710,-0.002439472,0.009812035,0.0358848,-0.044275108,0.050476588,-0.022157973,0.017065006,0.013234946,-0.044932046,-0.027665529,-0.002162473,-0.002447414,-0.003387786,0.001891679,-0.012730411,-8.79E-05,0.003182233,-0.018782677,0.019948804,-0.06956311,-0.004717597,-0.009021722,0.001579918,-0.031708303,-0.019715061,0.001774753,-0.000751073,-0.025166383,0.002896099,-0.005638575,0.028610945,0.001215112,-0.013435828,-0.032155855,-0.004513544,-0.009145034,-0.034475082,1
GSM1607711,-0.002420261,0.008988,0.037645892,-0.042347586,0.048416239,-0.021348953,0.017228406,0.013990658,-0.043797929,-0.025749238,-0.002331132,-0.001982407,-0.003375147,0.00177461,-0.009526529,-8.49E-05,0.003105662,-0.013660837,0.020027658,-0.059974601,-0.003771971,-0.008748032,0.001482919,-0.030633482,-0.019739156,0.001721631,-0.000688735,-0.022918125,0.002433857,-0.005357963,0.028747574,0.001222031,-0.015074138,-0.029774775,-0.004423837,-0.009820751,-0.034372703,1
GSM1607712,-0.002247582,0.008855922,0.033282788,-0.052575327,0.042123011,-0.022509719,0.015407134,0.011084764,-0.044536714,-0.037221313,-0.002208598,-0.00245928,-0.003423837,0.001908424,-0.009893843,-8.41E-05,0.002960734,-0.018198001,0.02082232,-0.074595268,-0.004945966,-0.008632299,0.00153278,-0.029985073,-0.01842394,0.001706759,-0.000722923,-0.024485877,0.0020689,-0.005100658,0.031352271,0.001229763,-0.013943056,-0.023671981,-0.004532804,-0.009667066,-0.036127648,1
GSM1607713,-0.002279144,0.009911697,0.035451175,-0.03850197,0.063729462,-0.023657867,0.013571507,0.01305594,-0.045638025,-0.024862327,-0.00219005,-0.001962828,-0.003504896,0.00199369,-0.009587098,-8.32E-05,0.002954426,-0.012510247,0.021383199,-0.077598847,-0.00460003,-0.009078935,0.001619372,-0.032433268,-0.020871606,0.001779789,-0.000700691,-0.022935187,0.002050036,-0.005007233,0.027278049,0.001172021,-0.01535367,-0.02612863,-0.004526843,-0.00876009,-0.037119453,1
GSM1607715,-0.002256631,0.009482394,0.037295283,-0.042306965,0.055169977,-0.020934354,0.017920439,0.012090307,-0.044787171,-0.025543174,-0.002141342,-0.0020091,-0.003411292,0.001844913,-0.011713032,-8.55E-05,0.003178634,-0.015482569,0.021581621,-0.075624424,-0.005252952,-0.00902751,0.001399903,-0.032306488,-0.01950191,0.00182295,-0.00066962,-0.023007502,0.002318545,-0.005350155,0.028163167,0.00126628,-0.01420602,-0.028882754,-0.004385667,-0.008783357,-0.036193069,1
GSM1607716,-0.002415224,0.009724868,0.035243485,-0.043692114,0.051787669,-0.022858077,0.014548351,0.013057784,-0.04559799,-0.026189691,-0.002189293,-0.00206006,-0.003494525,0.001931627,-0.010410902,-8.58E-05,0.003166587,-0.015899948,0.021051735,-0.068800721,-0.004419555,-0.008585962,0.001528475,-0.031123257,-0.020475079,0.001767892,-0.000681942,-0.022475921,0.002261619,-0.005006712,0.027662961,0.00121144,-0.014471305,-0.027409039,-0.004678293,-0.009058153,-0.035842402,1
GSM1607717,-0.002363158,0.009579988,0.035227675,-0.056669918,0.0422883,-0.021896157,0.013895686,0.013597129,-0.043665544,-0.028995734,-0.002166759,-0.002581754,-0.003348483,0.001898457,-0.012545085,-8.43E-05,0.00295593,-0.019502517,0.020359515,-0.066535533,-0.004774685,-0.008833998,0.001505455,-0.030338201,-0.019144235,0.001813411,-0.000706951,-0.024409583,0.00238335,-0.005376351,0.028389568,0.001205255,-0.013885377,-0.02680265,-0.004528526,-0.008983134,-0.035253709,1
GSM1607718,-0.00233691,0.009438305,0.032479479,-0.04010967,0.045891954,-0.02284556,0.015908663,0.011197573,-0.041359463,-0.032075265,-0.002195195,-0.001936129,-0.003292392,0.001971554,-0.011691088,-8.69E-05,0.00330439,-0.018339341,0.021389952,-0.064217429,-0.005321089,-0.008719959,0.001602623,-0.03075132,-0.019624361,0.001743228,-0.00075345,-0.024948097,0.002374473,-0.005686295,0.028126194,0.001284488,-0.013222838,-0.02834478,-0.004583969,-0.009408431,-0.033346733,1
GSM1607719,-0.002542056,0.009006118,0.03658024,-0.043420551,0.049872634,-0.022048702,0.016012578,0.01469485,-0.043699931,-0.027691183,-0.002143843,-0.001996104,-0.003301101,0.001829566,-0.010981306,-8.41E-05,0.003249081,-0.014749081,0.020100689,-0.063750526,-0.004138093,-0.008858549,0.001454135,-0.031369078,-0.019503658,0.001736669,-0.000675139,-0.023566062,0.002625956,-0.005228943,0.027653774,0.001272588,-0.013665336,-0.029865058,-0.004478855,-0.008358066,-0.034223376,1
GSM1607720,-0.002374419,0.009045754,0.036846064,-0.044066593,0.045195087,-0.021995532,0.015822785,0.015133216,-0.0436322,-0.031306437,-0.002180198,-0.002279533,-0.003411412,0.001836138,-0.011346548,-8.38E-05,0.003101914,-0.017944814,0.021061142,-0.066244099,-0.004321903,-0.008798136,0.001454679,-0.02968202,-0.018853092,0.001762889,-0.000688665,-0.023967839,0.002251306,-0.005163078,0.027255857,0.001233593,-0.013456319,-0.025145013,-0.004558359,-0.008600873,-0.034004234,1
GSM1607721,-0.00231388,0.009440535,0.037633179,-0.040360804,0.061228417,-0.023017964,0.017165722,0.013327881,-0.044852504,-0.0254064,-0.002318358,-0.001989393,-0.003407759,0.001882498,-0.010644004,-8.36E-05,0.003244231,-0.017731877,0.020523159,-0.05490942,-0.00389083,-0.00879166,0.001483047,-0.03229713,-0.020304147,0.00166815,-0.000689656,-0.02340334,0.002213472,-0.005499663,0.02717318,0.00121269,-0.012992322,-0.026214281,-0.004527832,-0.0092378,-0.035396403,1
GSM1607722,-0.002353381,0.009454694,0.035819716,-0.046038738,0.043855524,-0.021858902,0.01650351,0.012697859,-0.045326842,-0.033468489,-0.002178312,-0.00260387,-0.003442165,0.001875388,-0.011617285,-9.13E-05,0.00324345,-0.015855136,0.020691673,-0.072289663,-0.004441618,-0.008946215,0.001587093,-0.032209712,-0.018846212,0.001802025,-0.000749374,-0.023319265,0.002771573,-0.005666672,0.027569086,0.001311401,-0.013990427,-0.031195181,-0.004461551,-0.009297144,-0.033867685,1
GSM1607723,-0.002444098,0.009704831,0.035660014,-0.050592828,0.042348185,-0.021944983,0.014210273,0.011620077,-0.044733769,-0.028492049,-0.002050009,-0.002049206,-0.003281553,0.001993648,-0.010889907,-8.74E-05,0.0032266,-0.015578946,0.019674024,-0.068122882,-0.005653665,-0.008982351,0.001646198,-0.031826682,-0.019425059,0.001735619,-0.000766675,-0.022991936,0.00325824,-0.005534916,0.02780012,0.001322215,-0.014351842,-0.031651242,-0.004467306,-0.009483318,-0.034986934,1
GSM1607724,-0.002298006,0.009560451,0.03622031,-0.046934177,0.043054873,-0.022323594,0.013891267,0.013751097,-0.043302224,-0.027458765,-0.002187837,-0.002303767,-0.003313986,0.001899976,-0.012576899,-8.45E-05,0.003151264,-0.019348211,0.020749651,-0.071283797,-0.004477507,-0.009103937,0.001596606,-0.029877887,-0.019227224,0.001806098,-0.000759614,-0.023764319,0.002846972,-0.005781255,0.027007246,0.001259484,-0.013314734,-0.029978007,-0.004582326,-0.009223749,-0.036420126,1
GSM1607725,-0.002415544,0.009765003,0.032869314,-0.042759864,0.055361102,-0.022809683,0.016301691,0.01246351,-0.047297185,-0.035984217,-0.002190032,-0.001959464,-0.00347357,0.001967143,-0.012772708,-8.74E-05,0.003157957,-0.018891893,0.02018941,-0.070049667,-0.005208366,-0.008792568,0.001637524,-0.033355634,-0.021040653,0.001729805,-0.000734209,-0.022297966,0.002574103,-0.005751672,0.027323852,0.001233916,-0.014491617,-0.032500258,-0.004820843,-0.010124698,-0.036350869,1
GSM1607726,-0.002417193,0.009330133,0.039112029,-0.046540773,0.042601111,-0.021456979,0.015731209,0.015196733,-0.043442265,-0.026387812,-0.00223716,-0.002086354,-0.003518622,0.001791922,-0.011163531,-8.37E-05,0.003017897,-0.014186578,0.021321232,-0.066403076,-0.004562817,-0.008616434,0.001451826,-0.029064693,-0.018815727,0.00174091,-0.000710194,-0.023537669,0.002520607,-0.005182422,0.02701056,0.001198615,-0.013907097,-0.026315882,-0.004649428,-0.008695322,-0.034670153,1
GSM1607727,-0.00232152,0.009454101,0.036907089,-0.042296042,0.043585857,-0.023097621,0.014521628,0.016852847,-0.044538661,-0.034014678,-0.002221615,-0.001910136,-0.003490807,0.001907349,-0.010851159,-8.30E-05,0.003133049,-0.014797823,0.02115204,-0.064819609,-0.004964505,-0.008925597,0.001579292,-0.030728567,-0.019320737,0.00172676,-0.000704743,-0.022754395,0.002270967,-0.005295273,0.027023949,0.001253984,-0.013990527,-0.028155187,-0.004581277,-0.008865039,-0.033869975,1
GSM1607728,-0.002276208,0.008976316,0.034917615,-0.044295383,0.054232628,-0.022795504,0.015477733,0.011246201,-0.044715771,-0.026223118,-0.002169175,-0.002158844,-0.003401102,0.001952448,-0.009454583,-8.33E-05,0.002988532,-0.014246525,0.020557718,-0.076101842,-0.005048379,-0.008672837,0.001570577,-0.030051479,-0.019331506,0.001775888,-0.000725546,-0.025920739,0.002096623,-0.005261147,0.029398306,0.001195599,-0.014289994,-0.025416943,-0.004514371,-0.008725508,-0.033954382,1
GSM1607729,-0.002276962,0.008968788,0.036308008,-0.050543919,0.044056144,-0.02150654,0.01747034,0.013980272,-0.044054542,-0.030483798,-0.002080231,-0.00237811,-0.003375957,0.001888048,-0.01105287,-8.63E-05,0.003083782,-0.016353352,0.020869195,-0.064360004,-0.004730519,-0.008626381,0.001538451,-0.031227824,-0.018839034,0.001852809,-0.000723152,-0.025421901,0.002511256,-0.005375545,0.039291821,0.001221344,-0.01450125,-0.031332324,-0.004440243,-0.008668148,-0.033295308,1
GSM1607730,-0.002289754,0.009328196,0.036600402,-0.041929897,0.044379733,-0.022809756,0.016066712,0.012370627,-0.045594833,-0.02615542,-0.002209085,-0.001958943,-0.00335255,0.001951692,-0.010626447,-8.39E-05,0.003206188,-0.01694295,0.020957155,-0.074150388,-0.004476626,-0.008670421,0.001531395,-0.031302969,-0.01866727,0.001766205,-0.000718555,-0.023751491,0.002557677,-0.005117022,0.026091571,0.001191966,-0.014001524,-0.02877982,-0.004529535,-0.008712123,-0.035258301,1
GSM1607731,-0.002343697,0.009161741,0.036103229,-0.038682188,0.048923434,-0.022404486,0.014898609,0.012298442,-0.04436854,-0.031960779,-0.002081665,-0.002258294,-0.003303372,0.001931296,-0.012059247,-8.70E-05,0.003032121,-0.016483842,0.020200325,-0.058225057,-0.005833672,-0.008708312,0.001550148,-0.030330998,-0.019444214,0.001729985,-0.000739664,-0.024556902,0.002245844,-0.005300649,0.026548988,0.001242722,-0.012357163,-0.028633086,-0.00438943,-0.009234835,-0.031994481,1
GSM1607732,-0.002399309,0.009449796,0.034985291,-0.053402187,0.044213252,-0.021840037,0.017108205,0.011856544,-0.045614401,-0.030584659,-0.002196583,-0.00228128,-0.00338811,0.001985197,-0.012047852,-9.06E-05,0.003013728,-0.017122936,0.021106893,-0.072007529,-0.004988706,-0.008847392,0.001612588,-0.033223753,-0.019985684,0.001707294,-0.000778908,-0.025444323,0.00291097,-0.005846747,0.031357514,0.001305822,-0.014043891,-0.03151731,-0.004379471,-0.009115269,-0.035236558,1
GSM1607733,-0.002274005,0.00994325,0.034820652,-0.042773328,0.045621153,-0.022319792,0.01607717,0.015144865,-0.045301359,-0.02675852,-0.002192579,-0.002298092,-0.003452901,0.00192193,-0.00981805,-8.38E-05,0.003138322,-0.015407931,0.021186722,-0.071949436,-0.004604119,-0.008673061,0.00157632,-0.031387667,-0.02028837,0.001899131,-0.000746601,-0.023697694,0.002309053,-0.005531953,0.035365712,0.001262624,-0.013843056,-0.029691091,-0.004672805,-0.009243979,-0.036148776,1
